id,item,response,source,prediction,modelname,effectiveness_prediction,text
cpo_149,help people with mobility impairments navigate stairs,develop a system of moving platforms that allow individuals to move up and down stairs without having to physically walk on them.,cpo,0.65,AIDE,0.75,An original solution to help people with mobility impairments navigate stairs is develop a system of moving platforms that allow individuals to move up and down stairs without having to physically walk on them.
cpo_149,increase the use of renewable energy sources,create a network of tunnels connecting buildings to promote physical activity while traveling between locations.,cpo,0.7,AIDE,0.51,An original solution to increase the use of renewable energy sources is create a network of tunnels connecting buildings to promote physical activity while traveling between locations.
cpo_149,reduce traffic congestion in mega cities,implement a high-tech public transportation system that automatically adapts to changing traffic conditions.,cpo,0.61,AIDE,0.66,An original solution to reduce traffic congestion in mega cities is implement a high-tech public transportation system that automatically adapts to changing traffic conditions.
cpo_149,assist people with memory impairments remember important tasks,develop an ai-powered assistant that helps users create digital reminders based on their memories and past experiences.,cpo,0.79,AIDE,0.76,An original solution to assist people with memory impairments remember important tasks is develop an ai-powered assistant that helps users create digital reminders based on their memories and past experiences.
cpo_150,increase the use of renewable energy sources,build a solar-powered ferris wheel around major cities,cpo,0.62,AIDE,0.47,An original solution to increase the use of renewable energy sources is build a solar-powered ferris wheel around major cities
cpo_150,help people with mobility impairments navigate stairs,create a platform elevator,cpo,0.47,AIDE,0.67,An original solution to help people with mobility impairments navigate stairs is create a platform elevator
cpo_150,assist people with memory impairments remember important tasks,develop an ai assistant that helps patients remember appointments and medication schedules,cpo,0.74,AIDE,0.55,An original solution to assist people with memory impairments remember important tasks is develop an ai assistant that helps patients remember appointments and medication schedules
cpo_150,reduce traffic congestion in mega cities,launch self-driving cars that can transport passengers around cities without human intervention,cpo,0.61,AIDE,0.43,An original solution to reduce traffic congestion in mega cities is launch self-driving cars that can transport passengers around cities without human intervention
cpo_151,reduce traffic congestion in mega cities,"personal rapid transit pods for each commuter, eliminating traffic congestion altogether and reducing wait times.",cpo,0.67,AIDE,0.76,"An original solution to reduce traffic congestion in mega cities is personal rapid transit pods for each commuter, eliminating traffic congestion altogether and reducing wait times."
cpo_151,assist people with memory impairments remember important tasks,a small wearable device that sends reminders to the wearer's brain so that they don't forget their daily tasks.,cpo,0.77,AIDE,0.59,An original solution to assist people with memory impairments remember important tasks is a small wearable device that sends reminders to the wearer's brain so that they don't forget their daily tasks.
cpo_151,help people with mobility impairments navigate stairs,build a network of personal rail cars that follow the individual as they move along the path.,cpo,0.7,AIDE,0.61,An original solution to help people with mobility impairments navigate stairs is build a network of personal rail cars that follow the individual as they move along the path.
cpo_151,increase the use of renewable energy sources,develop an affordable solar-powered heating source that homes and businesses can install.,cpo,0.52,AIDE,0.71,An original solution to increase the use of renewable energy sources is develop an affordable solar-powered heating source that homes and businesses can install.
cpo_152,assist people with memory impairments remember important tasks,have it alert them when their medication is due,cpo,0.44,AIDE,0.38,An original solution to assist people with memory impairments remember important tasks is have it alert them when their medication is due
