_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,text
<django.db.models.base.ModelState object at 0x7f23d2a40190>,60043,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,22,aut-10,PENCIL,"writing, drawing, pushin",Time Limit Hit,3,Alternate Uses Task,120,0,2026-01-07 19:49:55.319171+00:00,PENCIL,"writing, drawing, pushin",12.0,12.0,10.0,nan,nan,0.29,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: writing, drawing, pushin"
<django.db.models.base.ModelState object at 0x7f23d2a40610>,60051,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,31,aut-13,SOCK,puppet,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:51:26.578513+00:00,SOCK,puppet,20.0,28.0,35.0,nan,nan,0.7,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: puppet"
<django.db.models.base.ModelState object at 0x7f23d2a406a0>,60052,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,32,aut-13,SOCK,wash rag,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:51:26.584634+00:00,SOCK,wash rag,20.0,15.0,10.0,nan,nan,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: wash rag"
<django.db.models.base.ModelState object at 0x7f23d2a40730>,60053,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,33,aut-13,SOCK,gloves,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:51:26.588038+00:00,SOCK,gloves,20.0,15.0,25.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: gloves"
<django.db.models.base.ModelState object at 0x7f23d2a407c0>,60054,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,34,aut-13,SOCK,hair tie,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:51:26.590716+00:00,SOCK,hair tie,30.0,28.0,45.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: hair tie"
<django.db.models.base.ModelState object at 0x7f23d2a40850>,60055,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,35,aut-13,SOCK,tennis ball holder,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:51:26.592681+00:00,SOCK,tennis ball holder,30.0,28.0,35.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: tennis ball holder"
<django.db.models.base.ModelState object at 0x7f23d2a408e0>,60056,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,36,aut-13,SOCK,doll sleeping bag,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:51:26.595243+00:00,SOCK,doll sleeping bag,30.0,38.0,45.0,nan,nan,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: doll sleeping bag"
<django.db.models.base.ModelState object at 0x7f23d2a40970>,60057,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,37,aut-13,SOCK,tissue,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:51:26.597140+00:00,SOCK,tissue,15.0,15.0,35.0,nan,nan,0.3,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: tissue"
<django.db.models.base.ModelState object at 0x7f23d2a40e80>,60066,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,6,aut-8,KNIFE,artwork,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:51:56.430393+00:00,KNIFE,artwork,20.0,28.0,25.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: artwork"
<django.db.models.base.ModelState object at 0x7f23d2a40f10>,60067,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,7,aut-8,KNIFE,carving,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:51:56.436210+00:00,KNIFE,carving,10.0,15.0,20.0,nan,nan,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: carving"
<django.db.models.base.ModelState object at 0x7f23d2a40fa0>,60068,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,8,aut-8,KNIFE,hanging display,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:51:56.440559+00:00,KNIFE,hanging display,20.0,18.0,25.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: hanging display"
<django.db.models.base.ModelState object at 0x7f23d2a41030>,60069,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,9,aut-8,KNIFE,as scissors,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:51:56.444290+00:00,KNIFE,as scissors,20.0,28.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: as scissors"
<django.db.models.base.ModelState object at 0x7f23d2a41150>,60071,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,35,aut-8,KNIFE,use as a dart,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:51:59.545055+00:00,KNIFE,use as a dart,20.0,28.0,35.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use as a dart"
<django.db.models.base.ModelState object at 0x7f23d2a411e0>,60072,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,36,aut-8,KNIFE,stir your tea cup with,Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:51:59.550793+00:00,KNIFE,stir your tea cup with,20.0,28.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: stir your tea cup with"
<django.db.models.base.ModelState object at 0x7f23d2a41270>,60073,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,37,aut-8,KNIFE,use as a picture hook,Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:51:59.555527+00:00,KNIFE,use as a picture hook,35.0,28.0,35.0,nan,nan,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use as a picture hook"
<django.db.models.base.ModelState object at 0x7f23d2a41300>,60074,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,38,aut-8,KNIFE,use as a paintbrush tip,Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:51:59.559880+00:00,KNIFE,use as a paintbrush tip,35.0,28.0,45.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use as a paintbrush tip"
<django.db.models.base.ModelState object at 0x7f23d2a41390>,60075,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,39,aut-8,KNIFE,cut hair,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:51:59.563807+00:00,KNIFE,cut hair,20.0,12.0,25.0,nan,nan,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cut hair"
<django.db.models.base.ModelState object at 0x7f23d2a41420>,60076,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,40,aut-8,KNIFE,open packages that have a lot of celotape,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:51:59.567850+00:00,KNIFE,open packages that have a lot of celotape,10.0,12.0,10.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: open packages that have a lot of celotape"
<django.db.models.base.ModelState object at 0x7f23d2a41540>,60078,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,23,aut-8,KNIFE,"cut things, kill, freighting, dig a hole, fight",Time Limit Hit,8,Alternate Uses Task,120,0,2026-01-07 19:52:06.987555+00:00,KNIFE,"cut things, kill, freighting, dig a hole, fight",10.0,12.0,10.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cut things, kill, freighting, dig a hole, fight"
<django.db.models.base.ModelState object at 0x7f23d2a41c00>,60090,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,39,aut-2,BRICK,weapon,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:53:29.824489+00:00,BRICK,weapon,15.0,12.0,20.0,nan,nan,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: weapon"
<django.db.models.base.ModelState object at 0x7f23d2a41c90>,60091,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,40,aut-2,BRICK,stepstool,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:53:29.830231+00:00,BRICK,stepstool,20.0,28.0,35.0,nan,nan,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: stepstool"
<django.db.models.base.ModelState object at 0x7f23d2a41d20>,60092,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,41,aut-2,BRICK,dog stairs,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:53:29.834475+00:00,BRICK,dog stairs,30.0,28.0,45.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: dog stairs"
<django.db.models.base.ModelState object at 0x7f23d2a41db0>,60093,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,42,aut-2,BRICK,weight lifting,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:53:29.839215+00:00,BRICK,weight lifting,25.0,15.0,25.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: weight lifting"
<django.db.models.base.ModelState object at 0x7f23d2a41e40>,60094,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,43,aut-2,BRICK,paperweight,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:53:29.844032+00:00,BRICK,paperweight,15.0,15.0,35.0,nan,nan,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: paperweight"
<django.db.models.base.ModelState object at 0x7f23d2a41ed0>,60095,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,44,aut-2,BRICK,art canvas,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:53:29.848470+00:00,BRICK,art canvas,30.0,28.0,35.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: art canvas"
<django.db.models.base.ModelState object at 0x7f23d2a41f60>,60096,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,45,aut-2,BRICK,mouse maze,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:53:29.852441+00:00,BRICK,mouse maze,30.0,28.0,35.0,nan,nan,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: mouse maze"
<django.db.models.base.ModelState object at 0x7f23d2a42620>,60108,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,11,aut-2,BRICK,to keep doors open,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:54:00.824092+00:00,BRICK,to keep doors open,10.0,15.0,45.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: to keep doors open"
<django.db.models.base.ModelState object at 0x7f23d2a426b0>,60109,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,12,aut-2,BRICK,to weigh down projects while ironing ,Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:54:00.829889+00:00,BRICK,to weigh down projects while ironing,30.0,28.0,45.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: to weigh down projects while ironing "
<django.db.models.base.ModelState object at 0x7f23d2a42740>,60110,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,13,aut-2,BRICK,a fart ,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:54:00.834316+00:00,BRICK,a fart,10.0,15.0,45.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: a fart "
<django.db.models.base.ModelState object at 0x7f23d2a427d0>,60111,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,14,aut-2,BRICK,weigh down balloons,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:54:00.838876+00:00,BRICK,weigh down balloons,20.0,28.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: weigh down balloons"
<django.db.models.base.ModelState object at 0x7f23d2a42860>,60112,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,15,aut-2,BRICK,increase height ,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:54:00.843481+00:00,BRICK,increase height,13.0,12.0,10.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: increase height "
<django.db.models.base.ModelState object at 0x7f23d2a428f0>,60113,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,16,aut-2,BRICK,as a coaster,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:54:00.847448+00:00,BRICK,as a coaster,25.0,15.0,35.0,nan,nan,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: as a coaster"
<django.db.models.base.ModelState object at 0x7f23d2a42a10>,60115,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,42,aut-10,PENCIL,make a hole in a peice of paper,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:54:03.776636+00:00,PENCIL,make a hole in a peice of paper,15.0,15.0,25.0,nan,nan,0.38,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: make a hole in a peice of paper"
<django.db.models.base.ModelState object at 0x7f23d2a42aa0>,60116,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,43,aut-10,PENCIL,create shade on a picture,Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:54:03.782829+00:00,PENCIL,create shade on a picture,10.0,15.0,10.0,nan,nan,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: create shade on a picture"
<django.db.models.base.ModelState object at 0x7f23d2a42bc0>,60118,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,45,aut-10,PENCIL,draw a picture,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:54:03.791112+00:00,PENCIL,draw a picture,10.0,12.0,10.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: draw a picture"
<django.db.models.base.ModelState object at 0x7f23d2a42ce0>,60120,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,24,aut-4,BUCKET,"fetch water, carry goods, laundry, bathing,feeding animals",Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:54:17.003890+00:00,BUCKET,"fetch water, carry goods, laundry, bathing,feeding animals",10.0,12.0,10.0,nan,nan,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: fetch water, carry goods, laundry, bathing,feeding animals"
<django.db.models.base.ModelState object at 0x7f23d2a42e90>,60123,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,27,aut-4,BUCKET,"fetching water, bathing, carrying things,luandry",Time Limit Hit,6,Alternate Uses Task,120,0,2026-01-07 19:54:17.019914+00:00,BUCKET,"fetching water, bathing, carrying things,luandry",10.0,12.0,10.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: fetching water, bathing, carrying things,luandry"
<django.db.models.base.ModelState object at 0x7f23d2a43a60>,60144,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,47,aut-4,BUCKET,big cup,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:55:33.840070+00:00,BUCKET,big cup,15.0,12.0,35.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: big cup"
<django.db.models.base.ModelState object at 0x7f23d2a43af0>,60145,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,48,aut-4,BUCKET,store items,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:55:33.845420+00:00,BUCKET,store items,10.0,12.0,10.0,nan,nan,0.32,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: store items"
<django.db.models.base.ModelState object at 0x7f23d2a43b80>,60146,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,49,aut-4,BUCKET,serving bowl,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:55:33.851158+00:00,BUCKET,serving bowl,15.0,12.0,25.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: serving bowl"
<django.db.models.base.ModelState object at 0x7f23d2a43c10>,60147,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,50,aut-4,BUCKET,barbie jacuzzi,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:55:33.855430+00:00,BUCKET,barbie jacuzzi,38.0,38.0,35.0,nan,nan,0.65,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: barbie jacuzzi"
<django.db.models.base.ModelState object at 0x7f23d2a43ca0>,60148,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,51,aut-4,BUCKET,stool,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:55:33.859212+00:00,BUCKET,stool,20.0,15.0,10.0,nan,nan,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: stool"
<django.db.models.base.ModelState object at 0x7f23d2a43d30>,60149,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,52,aut-4,BUCKET,food bowl,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:55:33.863273+00:00,BUCKET,food bowl,15.0,12.0,20.0,nan,nan,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: food bowl"
<django.db.models.base.ModelState object at 0x7f23d2a543a0>,60160,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,47,aut-13,SOCK,make a sock monkey,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:56:07.497463+00:00,SOCK,make a sock monkey,20.0,18.0,10.0,nan,nan,0.66,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: make a sock monkey"
